condition,replicate_id,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,frequency_Hz,ReZ_Ohm_cm2,neg_ImZ_Ohm_cm2,cycle
SR400,replicate_02,EIS,312,378.4703,-0.06396671,-63.96671,0.00002445766,160,19.58706,43.68049,1
SR400,replicate_02,EIS,313,383.5816,-0.0638957,-63.8957,0.00002589634,100,25.89247,63.53644,1
SR400,replicate_02,EIS,314,389.6794,-0.06391434,-63.91434,0.00002511161,63,34.67379,92.23556,1
SR400,replicate_02,EIS,315,394.8808,-0.06401051,-64.01051,0.00002570016,40,47.37397,133.6218,1
SR400,replicate_02,EIS,316,405.1865,-0.06394455,-63.94455,0.00002445766,25,66.13905,195.8805,1
SR400,replicate_02,EIS,317,411.2849,-0.06397627,-63.97627,0.000002694266,16,92.52676,282.2649,1
SR400,replicate_02,EIS,318,421.4554,-0.06389167,-63.89167,0.000001876831,10,133.7457,416.7832,1
SR400,replicate_02,EIS,319,441.4904,-0.06398332,-63.98332,0.00000164141,6.3,196.9417,608.2584,1
SR400,replicate_02,EIS,320,452.558,-0.06399893,-63.99893,0.000001412528,4,294.8642,883.6404,1
SR400,replicate_02,EIS,321,464.627,-0.06403518,-64.03518,0.000001353673,2.5,459.6966,1295.497,1
SR400,replicate_02,EIS,322,494.0877,-0.06393398,-63.93398,0.000001680647,1.6,725.1961,1844.012,1
SR400,replicate_02,EIS,323,508.2322,-0.06397728,-63.97728,0.00000001831054,1,1196.159,2624.583,1
SR400,replicate_02,EIS,324,621.0129,-0.0639239,-63.9239,-0.0000003590175,0.63,1984.263,3609.616,1
SR400,replicate_02,EIS,325,733.7947,-0.06389167,-63.89167,-0.0000002681187,0.39,3294.465,4762.356,1
SR400,replicate_02,EIS,326,766.8667,-0.06387808,-63.87808,-0.0000002811977,0.25,4976.658,5759.614,1
SR400,replicate_02,EIS,327,799.9391,-0.06400245,-64.00245,-0.0000001288278,0.15,7169.883,6668.908,1
SR400,replicate_02,EIS,328,859.4282,-0.06390829,-63.90829,-0.0000004466465,0.09999999,9172.48,7100.832,1
SR400,replicate_02,EIS,329,958.7719,-0.06508506,-65.08506,-0.0000007971627,0.06,11978.43,8071.117,1
SR400,replicate_02,EIS,330,1065.927,-0.06788223,-67.88223,-0.000000289045,0.04,13741.82,8672.17,1
SR400,replicate_02,EIS,331,1301.431,-0.0690444,-69.0444,-0.0000007082257,0.02,14996.77,9567.864,1
SR400,replicate_02,EIS,332,1424.208,-0.05659085,-56.59085,0.000000166626,0.02,17830.41,12290.36,1
SR400,replicate_02,EIS,333,1635.862,-0.05663868,-56.63868,0.00000006271362,0.01,20675.51,10243.88,1
