condition,replicate_02,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,abs_current_density_A_cm2,log10_abs_current_density_A_cm2,cycle
SR400,replicate_02,CPP,5340,1020.205,0.8805625,880.5625,0.00005114057,0.00005114057,-4.29123443574505,1
SR400,replicate_02,CPP,5341,1020.813,0.8811366,881.1366,0.00005111088,0.00005111088,-4.29148664152854,1
SR400,replicate_02,CPP,5342,1021.416,0.8816885,881.6885,0.00005123461,0.00005123461,-4.29043656531268,1
SR400,replicate_02,CPP,5343,1022.019,0.8824458,882.4458,0.00005125082,0.00005125082,-4.29029918161609,1
SR400,replicate_02,CPP,5344,1022.622,0.8829665,882.9665,0.00005122571,0.00005122571,-4.29051201346468,1
SR400,replicate_02,CPP,5345,1023.225,0.88347,883.47,0.0000513187,0.0000513187,-4.28972435366066,1
SR400,replicate_02,CPP,5346,1023.828,0.8841547,884.1547,0.00005127097,0.00005127097,-4.2901284660263,1
SR400,replicate_02,CPP,5347,1024.43,0.8848053,884.8053,0.00005140541,0.00005140541,-4.28899117264853,1
SR400,replicate_02,CPP,5348,1025.033,0.8852504,885.2504,0.0000513701,0.0000513701,-4.28928958885215,1
SR400,replicate_02,CPP,5349,1025.636,0.8859333,885.9333,0.00005143026,0.00005143026,-4.28878128014557,1
SR400,replicate_02,CPP,5350,1026.239,0.8866323,886.6323,0.0000515162,0.0000515162,-4.28805617941952,1
SR400,replicate_02,CPP,5351,1026.847,0.8871327,887.1327,0.00005157989,0.00005157989,-4.28751958837962,1
SR400,replicate_02,CPP,5352,1027.45,0.8877391,887.7391,0.00005147055,0.00005147055,-4.28844119097484,1
SR400,replicate_02,CPP,5353,1028.052,0.8883141,888.3141,0.00005159297,0.00005159297,-4.2874094708186,1
SR400,replicate_02,CPP,5354,1028.655,0.8889415,888.9415,0.00005166896,0.00005166896,-4.28677027990599,1
SR400,replicate_02,CPP,5355,1029.258,0.8895084,889.5084,0.00005175371,0.00005175371,-4.28605851205896,1
SR400,replicate_02,CPP,5356,1029.861,0.8901852,890.1852,0.0000518123,0.0000518123,-4.28556712851702,1
SR400,replicate_02,CPP,5357,1030.464,0.8907461,890.7461,0.00005180707,0.00005180707,-4.2856109689716,1
SR400,replicate_02,CPP,5358,1031.067,0.8913102,891.3102,0.00005198272,0.00005198272,-4.2841409997468,1
SR400,replicate_02,CPP,5359,1031.67,0.8919396,891.9396,0.00005199148,0.00005199148,-4.28406781967577,1
SR400,replicate_02,CPP,5360,1032.273,0.8924834,892.4834,0.00005222508,0.00005222508,-4.28212088608136,1
SR400,replicate_02,CPP,5361,1032.88,0.8931269,893.1269,0.00005227687,0.00005227687,-4.2816904230506,1
SR400,replicate_02,CPP,5362,1033.483,0.8937523,893.7523,0.00005239026,0.00005239026,-4.2807494462498,1
SR400,replicate_02,CPP,5363,1034.086,0.8944894,894.4894,0.00005244611,0.00005244611,-4.28028671849399,1
SR400,replicate_02,CPP,5364,1034.689,0.8949105,894.9105,0.00005264085,0.00005264085,-4.27867710671687,1
SR400,replicate_02,CPP,5365,1035.292,0.8955297,895.5297,0.00005275516,0.00005275516,-4.2777350554629,1
SR400,replicate_02,CPP,5366,1035.895,0.8961784,896.1784,0.00005293513,0.00005293513,-4.276256016027,1
SR400,replicate_02,CPP,5367,1036.498,0.8967896,896.7896,0.00005295985,0.00005295985,-4.27605325363377,1
SR400,replicate_02,CPP,5368,1037.1,0.8973596,897.3596,0.00005305022,0.00005305022,-4.27531281073365,1
SR400,replicate_02,CPP,5369,1037.703,0.8979377,897.9377,0.00005314021,0.00005314021,-4.27457673367318,1
SR400,replicate_02,CPP,5370,1038.306,0.8984684,898.4684,0.0000533377,0.0000533377,-4.2729657156586,1
SR400,replicate_02,CPP,5371,1038.914,0.8991341,899.1341,0.00005357364,0.00005357364,-4.27104884498034,1
SR400,replicate_02,CPP,5372,1039.517,0.8996386,899.6386,0.00005363603,0.00005363603,-4.27054337498338,1
SR400,replicate_02,CPP,5373,1040.12,0.9004403,900.4403,0.0000535348,0.0000535348,-4.27136381546103,1
SR400,replicate_02,CPP,5374,1040.723,0.9008048,900.8048,0.00005382934,0.00005382934,-4.2689809450239,1
SR400,replicate_02,CPP,5375,1041.325,0.901537,901.537,0.00005391331,0.00005391331,-4.26830400390488,1
SR400,replicate_02,CPP,5376,1041.928,0.9021634,902.1634,0.00005390755,0.00005390755,-4.26835040561635,1
SR400,replicate_02,CPP,5377,1042.531,0.9026639,902.6639,0.00005388937,0.00005388937,-4.26849689354487,1
SR400,replicate_02,CPP,5378,1043.134,0.903389,903.389,0.00005394508,0.00005394508,-4.26804815851188,1
SR400,replicate_02,CPP,5379,1043.737,0.9039711,903.9711,0.0000540305,0.0000540305,-4.26736101346698,1
SR400,replicate_02,CPP,5380,1044.34,0.9045723,904.5723,0.00005413918,0.00005413918,-4.26648832640393,1
SR400,replicate_02,CPP,5381,1044.948,0.9051615,905.1615,0.0000543045,0.0000543045,-4.26516418064702,1
SR400,replicate_02,CPP,5382,1045.55,0.905664,905.664,0.00005432595,0.00005432595,-4.26499267041654,1
SR400,replicate_02,CPP,5383,1046.153,0.9063972,906.3972,0.00005431745,0.00005431745,-4.26506062674162,1
SR400,replicate_02,CPP,5384,1046.756,0.9069048,906.9048,0.00005421844,0.00005421844,-4.26585298231323,1
SR400,replicate_02,CPP,5385,1047.359,0.9074506,907.4506,0.00005421857,0.00005421857,-4.26585194100302,1
SR400,replicate_02,CPP,5386,1047.962,0.9082099,908.2099,0.0000543644,0.0000543644,-4.26468540075505,1
SR400,replicate_02,CPP,5387,1048.565,0.9086168,908.6168,0.00005444745,0.00005444745,-4.26402245524451,1
SR400,replicate_02,CPP,5388,1049.168,0.9092945,909.2945,0.00005430045,0.00005430045,-4.26519657130053,1
SR400,replicate_02,CPP,5389,1049.771,0.9099391,909.9391,0.00005423034,0.00005423034,-4.26575767272366,1
SR400,replicate_02,CPP,5390,1050.373,0.9105856,910.5856,0.00005412179,0.00005412179,-4.26662784817443,1
SR400,replicate_02,CPP,5391,1050.981,0.9110832,911.0832,0.00005425545,0.00005425545,-4.26555663008692,1
SR400,replicate_02,CPP,5392,1051.584,0.9117095,911.7095,0.00005426422,0.00005426422,-4.26548643520678,1
SR400,replicate_02,CPP,5393,1052.187,0.9122614,912.2614,0.00005418234,0.00005418234,-4.26614224280335,1
SR400,replicate_02,CPP,5394,1052.79,0.9128707,912.8707,0.0000542582,0.0000542582,-4.26553461792854,1
SR400,replicate_02,CPP,5395,1053.393,0.9135434,913.5434,0.00005414952,0.00005414952,-4.2664053887575,1
SR400,replicate_02,CPP,5396,1053.995,0.9141657,914.1657,0.00005428095,0.00005428095,-4.26535256012528,1
SR400,replicate_02,CPP,5397,1054.598,0.9147932,914.7932,0.0000542684,0.0000542684,-4.2654529825741,1
SR400,replicate_02,CPP,5398,1055.201,0.9152564,915.2564,0.00005420654,0.00005420654,-4.26594831282388,1
SR400,replicate_02,CPP,5399,1055.804,0.9159675,915.9675,0.0000542353,0.0000542353,-4.26571795322112,1
SR400,replicate_02,CPP,5400,1056.407,0.9165657,916.5657,0.00005420131,0.00005420131,-4.26599021680302,1
SR400,replicate_02,CPP,5401,1057.015,0.9171528,917.1528,0.00005421582,0.00005421582,-4.26587396925117,1
SR400,replicate_02,CPP,5402,1057.618,0.9176463,917.6463,0.00005425101,0.00005425101,-4.26559217207218,1
SR400,replicate_02,CPP,5403,1058.22,0.9182747,918.2747,0.00005431483,0.00005431483,-4.26508157542359,1
SR400,replicate_02,CPP,5404,1058.823,0.9189162,918.9162,0.00005426396,0.00005426396,-4.26548851607767,1
SR400,replicate_02,CPP,5405,1059.426,0.9195124,919.5124,0.00005430267,0.00005430267,-4.26517881612462,1
SR400,replicate_02,CPP,5406,1060.029,0.920029,920.029,0.00005436414,0.00005436414,-4.26468747779141,1
SR400,replicate_02,CPP,5407,1060.632,0.9207037,920.7037,0.0000542255,0.0000542255,-4.26579643477269,1
SR400,replicate_02,CPP,5408,1061.235,0.9213846,921.3846,0.00005423374,0.00005423374,-4.26573044525372,1
SR400,replicate_02,CPP,5409,1061.838,0.9218931,921.8931,0.00005446733,0.00005446733,-4.26386391341215,1
SR400,replicate_02,CPP,5410,1062.441,0.9226031,922.6031,0.00005429495,0.00005429495,-4.26524056247607,1
SR400,replicate_02,CPP,5411,1063.048,0.9232346,923.2346,0.00005435354,0.00005435354,-4.26477216542497,1
SR400,replicate_02,CPP,5412,1063.651,0.9236646,923.6646,0.00005432817,0.00005432817,-4.26497492357455,1
SR400,replicate_02,CPP,5413,1064.254,0.9243061,924.3061,0.00005441031,0.00005441031,-4.26431879971612,1
SR400,replicate_02,CPP,5414,1064.857,0.9249707,924.9707,0.00005443398,0.00005443398,-4.26412991060583,1
SR400,replicate_02,CPP,5415,1065.46,0.9255055,925.5055,0.00005442194,0.00005442194,-4.2642259808165,1
SR400,replicate_02,CPP,5416,1066.063,0.9262376,926.2376,0.00005459903,0.00005459903,-4.26281507285185,1
SR400,replicate_02,CPP,5417,1066.665,0.926721,926.721,0.00005454332,0.00005454332,-4.26325843049786,1
SR400,replicate_02,CPP,5418,1067.268,0.9273898,927.3898,0.00005455783,0.00005455783,-4.26314291177107,1
SR400,replicate_02,CPP,5419,1067.871,0.9278993,927.8993,0.00005473689,0.00005473689,-4.26171988164654,1
SR400,replicate_02,CPP,5420,1068.474,0.9284059,928.4059,0.00005481144,0.00005481144,-4.26112878804203,1
SR400,replicate_02,CPP,5421,1069.082,0.9291743,929.1743,0.00005498369,0.00005498369,-4.25976611765983,1
SR400,replicate_02,CPP,5422,1069.685,0.9296517,929.6517,0.00005494733,0.00005494733,-4.26005340596004,1
SR400,replicate_02,CPP,5423,1070.288,0.9302669,930.2669,0.00005488887,0.00005488887,-4.26051570996927,1
SR400,replicate_02,CPP,5424,1070.891,0.9308239,930.8239,0.0000550602,0.0000550602,-4.25916221541384,1
SR400,replicate_02,CPP,5425,1071.493,0.931558,931.558,0.00005500226,0.00005500226,-4.25961946531732,1
SR400,replicate_02,CPP,5426,1072.096,0.9320565,932.0565,0.00005511108,0.00005511108,-4.25876107811544,1
SR400,replicate_02,CPP,5427,1072.699,0.9325591,932.5591,0.0000550449,0.0000550449,-4.25928291292223,1
SR400,replicate_02,CPP,5428,1073.302,0.9332882,933.2882,0.00005519452,0.00005519452,-4.2581040391531,1
SR400,replicate_02,CPP,5429,1073.905,0.9338189,933.8189,0.00005520813,0.00005520813,-4.2579969629565,1
SR400,replicate_02,CPP,5430,1074.508,0.9345239,934.5239,0.00005532858,0.00005532858,-4.25705047574786,1
SR400,replicate_02,CPP,5431,1075.115,0.9350265,935.0265,0.00005536036,0.00005536036,-4.25680109439116,1
SR400,replicate_02,CPP,5432,1075.718,0.9358059,935.8059,0.00005545231,0.00005545231,-4.25608035755166,1
SR400,replicate_02,CPP,5433,1076.321,0.9363003,936.3003,0.00005553549,0.00005553549,-4.25542939191818,1
SR400,replicate_02,CPP,5434,1076.924,0.9368302,936.8302,0.00005563881,0.00005563881,-4.25462216724865,1
SR400,replicate_02,CPP,5435,1077.527,0.9374263,937.4263,0.00005576725,0.00005576725,-4.25362077095172,1
SR400,replicate_02,CPP,5436,1078.13,0.9380627,938.0627,0.00005583264,0.00005583264,-4.25311183641027,1
SR400,replicate_02,CPP,5437,1078.733,0.9386812,938.6812,0.00005597455,0.00005597455,-4.25200938918801,1
SR400,replicate_02,CPP,5438,1079.336,0.9392884,939.2884,0.00005609174,0.00005609174,-4.2511010877017,1
SR400,replicate_02,CPP,5439,1079.938,0.9398906,939.8906,0.00005630401,0.00005630401,-4.24946067337503,1
SR400,replicate_02,CPP,5440,1080.541,0.9404355,940.4355,0.00005644108,0.00005644108,-4.24840468461378,1
SR400,replicate_02,CPP,5441,1081.149,0.9411172,941.1172,0.0000566166,0.0000566166,-4.24705621489982,1
SR400,replicate_02,CPP,5442,1081.752,0.9416288,941.6288,0.00005675916,0.00005675916,-4.24596404045319,1
SR400,replicate_02,CPP,5443,1082.355,0.9421889,942.1889,0.00005703577,0.00005703577,-4.24385269097139,1
SR400,replicate_02,CPP,5444,1082.958,0.9429774,942.9774,0.00005725995,0.00005725995,-4.24214903554484,1
SR400,replicate_02,CPP,5445,1083.561,0.9434839,943.4839,0.00005736916,0.00005736916,-4.24132150901656,1
SR400,replicate_02,CPP,5446,1084.163,0.9439703,943.9703,0.00005759843,0.00005759843,-4.23958935427868,1
SR400,replicate_02,CPP,5447,1084.766,0.9446914,944.6914,0.00005788827,0.00005788827,-4.23740942919776,1
SR400,replicate_02,CPP,5448,1085.369,0.9452795,945.2795,0.0000581229,0.0000581229,-4.23565272502479,1
SR400,replicate_02,CPP,5449,1085.972,0.945913,945.913,0.00005831398,0.00005831398,-4.23422731644123,1
SR400,replicate_02,CPP,5450,1086.575,0.9464518,946.4518,0.00005860578,0.00005860578,-4.23205954953966,1
SR400,replicate_02,CPP,5451,1087.183,0.9471355,947.1355,0.0000589147,0.0000589147,-4.22977632945135,1
SR400,replicate_02,CPP,5452,1087.786,0.947619,947.619,0.00005931139,0.00005931139,-4.22686189788108,1
SR400,replicate_02,CPP,5453,1088.388,0.9482172,948.2172,0.00005974875,0.00005974875,-4.22367117613348,1
SR400,replicate_02,CPP,5454,1088.991,0.9488556,948.8556,0.00006002706,0.00006002706,-4.22165292695971,1
SR400,replicate_02,CPP,5455,1089.594,0.9494952,949.4952,0.00006035666,0.00006035666,-4.2192748010983,1
SR400,replicate_02,CPP,5456,1090.197,0.9500812,950.0812,0.00006084215,0.00006084215,-4.21579544753426,1
SR400,replicate_02,CPP,5457,1090.8,0.9506271,950.6271,0.00006125087,0.00006125087,-4.21288773825297,1
SR400,replicate_02,CPP,5458,1091.403,0.9512293,951.2293,0.0000616227,0.0000616227,-4.21025927697961,1
SR400,replicate_02,CPP,5459,1092.006,0.9517732,951.7732,0.0000620135,0.0000620135,-4.20751375667448,1
SR400,replicate_02,CPP,5460,1092.609,0.952458,952.458,0.00006210218,0.00006210218,-4.20689315432659,1
SR400,replicate_02,CPP,5461,1093.216,0.953027,953.027,0.00006265019,0.00006265019,-4.20307760757763,1
SR400,replicate_02,CPP,5462,1093.819,0.9536444,953.6444,0.00006303405,0.00006303405,-4.20042478812831,1
SR400,replicate_02,CPP,5463,1094.422,0.9542556,954.2556,0.00006323808,0.00006323808,-4.19902132435121,1
SR400,replicate_02,CPP,5464,1095.025,0.954883,954.883,0.00006367556,0.00006367556,-4.19602722690867,1
SR400,replicate_02,CPP,5465,1095.628,0.9554742,955.4742,0.00006423039,0.00006423039,-4.19225944098864,1
SR400,replicate_02,CPP,5466,1096.231,0.9561036,956.1036,0.00006444396,0.00006444396,-4.19081778058511,1
SR400,replicate_02,CPP,5467,1096.833,0.9566686,956.6686,0.00006467651,0.00006467651,-4.18925342303643,1
SR400,replicate_02,CPP,5468,1097.436,0.9572567,957.2567,0.00006416015,0.00006416015,-4.19273462938574,1
SR400,replicate_02,CPP,5469,1098.039,0.957872,957.872,0.00006381996,0.00006381996,-4.19504347234221,1
SR400,replicate_02,CPP,5470,1098.642,0.9584703,958.4703,0.00006388366,0.00006388366,-4.19461021037529,1
SR400,replicate_02,CPP,5471,1099.25,0.9590694,959.0694,0.00006385031,0.00006385031,-4.19483698984986,1
SR400,replicate_02,CPP,5472,1099.853,0.9595781,959.5781,0.000063928,0.000063928,-4.19430888234152,1
SR400,replicate_02,CPP,5473,1100.456,0.9602961,960.2961,0.00006395141,0.00006395141,-4.1941498757597,1
SR400,replicate_02,CPP,5474,1101.058,0.960855,960.855,0.00006407134,0.00006407134,-4.19333619299706,1
SR400,replicate_02,CPP,5475,1101.661,0.961551,961.551,0.00006417467,0.00006417467,-4.19263635588671,1
SR400,replicate_02,CPP,5476,1102.264,0.9619951,961.9951,0.00006403786,0.00006403786,-4.19356318964656,1
SR400,replicate_02,CPP,5477,1102.867,0.9626768,962.6768,0.00006401301,0.00006401301,-4.19373175106298,1
SR400,replicate_02,CPP,5478,1103.47,0.9632841,963.2841,0.00006404662,0.00006404662,-4.19350378479645,1
SR400,replicate_02,CPP,5479,1104.073,0.9639095,963.9095,0.00006408573,0.00006408573,-4.19323866427514,1
SR400,replicate_02,CPP,5480,1104.676,0.964414,964.414,0.00006438301,0.00006438301,-4.19122872327276,1
SR400,replicate_02,CPP,5481,1105.283,0.964977,964.977,0.00006461451,0.00006461451,-4.18966994477076,1
SR400,replicate_02,CPP,5482,1105.886,0.9655883,965.5883,0.00006485438,0.00006485438,-4.18806068811351,1
SR400,replicate_02,CPP,5483,1106.489,0.9663809,966.3809,0.00006503853,0.00006503853,-4.18682928322123,1
SR400,replicate_02,CPP,5484,1107.092,0.9666991,966.6991,0.00006520176,0.00006520176,-4.18574068113968,1
SR400,replicate_02,CPP,5485,1107.695,0.9674212,967.4212,0.00006496725,0.00006496725,-4.18730551610522,1
SR400,replicate_02,CPP,5486,1108.298,0.9680063,968.0063,0.00006455212,0.00006455212,-4.19008949020341,1
SR400,replicate_02,CPP,5487,1108.901,0.9686599,968.6599,0.00006462131,0.00006462131,-4.18962424223288,1
SR400,replicate_02,CPP,5488,1109.504,0.969246,969.246,0.00006399953,0.00006399953,-4.19382321537793,1
SR400,replicate_02,CPP,5489,1110.106,0.9699408,969.9408,0.00006391976,0.00006391976,-4.19436486433974,1
SR400,replicate_02,CPP,5490,1110.709,0.970385,970.385,0.00006402242,0.00006402242,-4.19366791387226,1
SR400,replicate_02,CPP,5491,1111.317,0.9709862,970.9862,0.00006398423,0.00006398423,-4.19392705207728,1
SR400,replicate_02,CPP,5492,1111.92,0.9716398,971.6398,0.00006394408,0.00006394408,-4.19419965669499,1
SR400,replicate_02,CPP,5493,1112.523,0.9722934,972.2934,0.00006405277,0.00006405277,-4.19346208419092,1
SR400,replicate_02,CPP,5494,1113.126,0.9728705,972.8705,0.00006402897,0.00006402897,-4.19362348438408,1
SR400,replicate_02,CPP,5495,1113.729,0.9734627,973.4627,0.00006414092,0.00006414092,-4.19286481509579,1
SR400,replicate_02,CPP,5496,1114.331,0.9739823,973.9823,0.00006427799,0.00006427799,-4.19193771226894,1
SR400,replicate_02,CPP,5497,1114.934,0.9746138,974.6138,0.00006421914,0.00006421914,-4.19233551464861,1
SR400,replicate_02,CPP,5498,1115.537,0.9751364,975.1364,0.00006424935,0.00006424935,-4.19213126165957,1
SR400,replicate_02,CPP,5499,1116.14,0.9758857,975.8857,0.00006436379,0.00006436379,-4.19135839080631,1
SR400,replicate_02,CPP,5500,1116.743,0.9765372,976.5372,0.00006438433,0.00006438433,-4.19121981932684,1
SR400,replicate_02,CPP,5501,1117.351,0.9769471,976.9471,0.00006459084,0.00006459084,-4.18982906744644,1
SR400,replicate_02,CPP,5502,1117.953,0.977641,977.641,0.00006452505,0.00006452505,-4.19027165025227,1
SR400,replicate_02,CPP,5503,1118.556,0.9782332,978.2332,0.00006466983,0.00006466983,-4.18929828069753,1
SR400,replicate_02,CPP,5504,1119.159,0.9788516,978.8516,0.00006490251,0.00006490251,-4.18773850723552,1
SR400,replicate_02,CPP,5505,1119.762,0.9793903,979.3903,0.00006521706,0.00006521706,-4.18563878318348,1
SR400,replicate_02,CPP,5506,1120.365,0.9800207,980.0207,0.00006552624,0.00006552624,-4.18358475183787,1
SR400,replicate_02,CPP,5507,1120.968,0.9806049,980.6049,0.00006502833,0.00006502833,-4.18689739901529,1
SR400,replicate_02,CPP,5508,1121.571,0.9811688,981.1688,0.00006497915,0.00006497915,-4.18722597401172,1
SR400,replicate_02,CPP,5509,1122.174,0.9818456,981.8456,0.00006504024,0.00006504024,-4.18681786485428,1
SR400,replicate_02,CPP,5510,1122.776,0.9824237,982.4237,0.00006506181,0.00006506181,-4.18667385894414,1
SR400,replicate_02,CPP,5511,1123.384,0.9830058,983.0058,0.00006517678,0.00006517678,-4.18590709926786,1
SR400,replicate_02,CPP,5512,1123.987,0.9835958,983.5958,0.00006503722,0.00006503722,-4.18683803082824,1
SR400,replicate_02,CPP,5513,1124.59,0.9841155,984.1155,0.00006520176,0.00006520176,-4.18574068113968,1
SR400,replicate_02,CPP,5514,1125.193,0.9847993,984.7993,0.00006522844,0.00006522844,-4.1855630079177,1
SR400,replicate_02,CPP,5515,1125.796,0.9853432,985.3432,0.00006518685,0.00006518685,-4.18584000470411,1
SR400,replicate_02,CPP,5516,1126.399,0.9860018,986.0018,0.00006526297,0.00006526297,-4.18533316614022,1
SR400,replicate_02,CPP,5517,1127.001,0.9866524,986.6524,0.00006549211,0.00006549211,-4.18381101741064,1
SR400,replicate_02,CPP,5518,1127.604,0.9872878,987.2878,0.00006566344,0.00006566344,-4.18267636903459,1
SR400,replicate_02,CPP,5519,1128.207,0.9878216,987.8216,0.00006519561,0.00006519561,-4.18578164685955,1
SR400,replicate_02,CPP,5520,1128.81,0.988299,988.299,0.00006507267,0.00006507267,-4.1866013733418,1
SR400,replicate_02,CPP,5521,1129.418,0.9889364,988.9364,0.00006507371,0.00006507371,-4.18659443244554,1
SR400,replicate_02,CPP,5522,1130.021,0.9895286,989.5286,0.00006498582,0.00006498582,-4.18718139670451,1
SR400,replicate_02,CPP,5523,1130.624,0.9901278,990.1278,0.00006512668,0.00006512668,-4.18624106053973,1
SR400,replicate_02,CPP,5524,1131.226,0.9908257,990.8257,0.00006515847,0.00006515847,-4.18602912200562,1
SR400,replicate_02,CPP,5525,1131.829,0.9913092,991.3092,0.00006522817,0.00006522817,-4.18556480559602,1
SR400,replicate_02,CPP,5526,1132.432,0.9919838,991.9838,0.00006524361,0.00006524361,-4.18546201698025,1
SR400,replicate_02,CPP,5527,1133.035,0.9925659,992.5659,0.00006542384,0.00006542384,-4.18426396889542,1
SR400,replicate_02,CPP,5528,1133.638,0.9932507,993.2507,0.00006546268,0.00006546268,-4.1840062189274,1
SR400,replicate_02,CPP,5529,1134.241,0.9937281,993.7281,0.0000655562,0.0000655562,-4.18338622848258,1
SR400,replicate_02,CPP,5530,1134.844,0.9943072,994.3072,0.00006568411,0.00006568411,-4.18253968027237,1
SR400,replicate_02,CPP,5531,1135.451,0.9949195,994.9195,0.0000657342,0.0000657342,-4.18220861816006,1
SR400,replicate_02,CPP,5532,1136.054,0.9956366,995.6366,0.00006602651,0.00006602651,-4.18028165786555,1
SR400,replicate_02,CPP,5533,1136.657,0.9961643,996.1643,0.00006605686,0.00006605686,-4.18008207425774,1
SR400,replicate_02,CPP,5534,1137.26,0.9968159,996.8159,0.00006620452,0.00006620452,-4.17911235883755,1
SR400,replicate_02,CPP,5535,1137.863,0.9974583,997.4583,0.00006632799,0.00006632799,-4.17830316333987,1
SR400,replicate_02,CPP,5536,1138.466,0.9978763,997.8763,0.00006655216,0.00006655216,-4.17683784460917,1
SR400,replicate_02,CPP,5537,1139.069,0.9986255,998.6255,0.00006675096,0.00006675096,-4.1755424839753,1
SR400,replicate_02,CPP,5538,1139.672,0.9991915,999.1915,0.00006700862,0.00006700862,-4.17386932599121,1
SR400,replicate_02,CPP,5539,1140.274,0.9997435,999.7435,0.00006714084,0.00006714084,-4.1730132295896,1
SR400,replicate_02,CPP,5540,1140.877,1.000325,1000.325,0.0000672634,0.0000672634,-4.17222118394499,1
SR400,replicate_02,CPP,5541,1141.485,1.000933,1000.933,0.00006732264,0.00006732264,-4.171838861874,1
SR400,replicate_02,CPP,5542,1142.088,1.001456,1001.456,0.00006751648,0.00006751648,-4.17059020791714,1
SR400,replicate_02,CPP,5543,1142.691,1.00216,1002.16,0.0000678526,0.0000678526,-4.16843350623536,1
SR400,replicate_02,CPP,5544,1143.294,1.002816,1002.816,0.0000680977,0.0000680977,-4.1668675561368,1
SR400,replicate_02,CPP,5545,1143.896,1.003351,1003.351,0.00006848601,0.00006848601,-4.16439813508167,1
SR400,replicate_02,CPP,5546,1144.499,1.003967,1003.967,0.00006827466,0.00006827466,-4.16574045391971,1
SR400,replicate_02,CPP,5547,1145.102,1.004578,1004.578,0.0000685433,0.0000685433,-4.16403499040382,1
SR400,replicate_02,CPP,5548,1145.705,1.005145,1005.145,0.00006880527,0.00006880527,-4.16237829658619,1
SR400,replicate_02,CPP,5549,1146.308,1.005796,1005.796,0.00006913421,0.00006913421,-4.16030699549574,1
SR400,replicate_02,CPP,5550,1146.911,1.006323,1006.323,0.00006924839,0.00006924839,-4.15959031933563,1
SR400,replicate_02,CPP,5551,1147.519,1.006984,1006.984,0.00006927415,0.00006927415,-4.15942879434507,1
SR400,replicate_02,CPP,5552,1148.121,1.00745,1007.45,0.00006952474,0.00006952474,-4.15786062658141,1
SR400,replicate_02,CPP,5553,1148.724,1.00795,1007.95,0.00006997179,0.00006997179,-4.15507701593809,1
SR400,replicate_02,CPP,5554,1149.327,1.00866,1008.66,0.00006993673,0.00006993673,-4.1552946776624,1
SR400,replicate_02,CPP,5555,1149.93,1.009633,1009.633,0.00007049729,0.00007049729,-4.15182757748615,1
SR400,replicate_02,CPP,5556,1150.533,1.009986,1009.986,0.000070773,0.000070773,-4.15013239467549,1
SR400,replicate_02,CPP,5557,1151.136,1.010509,1010.509,0.00007088967,0.00007088967,-4.14941704533668,1
SR400,replicate_02,CPP,5558,1151.739,1.011149,1011.149,0.00007134154,0.00007134154,-4.1466575200848,1
SR400,replicate_02,CPP,5559,1152.342,1.011609,1011.609,0.00007139896,0.00007139896,-4.1463081141279,1
SR400,replicate_02,CPP,5560,1152.944,1.01251,1012.51,0.00007167506,0.00007167506,-4.14463193482852,1
SR400,replicate_02,CPP,5561,1153.552,1.012887,1012.887,0.00007195861,0.00007195861,-4.14291723436429,1
SR400,replicate_02,CPP,5562,1154.155,1.013529,1013.529,0.00007237582,0.00007237582,-4.14040650278841,1
SR400,replicate_02,CPP,5563,1154.758,1.014213,1014.213,0.00007230599,0.00007230599,-4.14082572322844,1
SR400,replicate_02,CPP,5564,1155.361,1.014703,1014.703,0.00007257358,0.00007257358,-4.13922145297059,1
SR400,replicate_02,CPP,5565,1155.964,1.015292,1015.292,0.00007290801,0.00007290801,-4.13722475552701,1
SR400,replicate_02,CPP,5566,1156.567,1.015872,1015.872,0.00007308628,0.00007308628,-4.136164142598,1
SR400,replicate_02,CPP,5567,1157.169,1.016598,1016.598,0.00007344333,0.00007344333,-4.13404763997895,1
SR400,replicate_02,CPP,5568,1157.772,1.017212,1017.212,0.00007357059,0.00007357059,-4.13329576111508,1
SR400,replicate_02,CPP,5569,1158.375,1.017734,1017.734,0.00007376324,0.00007376324,-4.1321600154466,1
SR400,replicate_02,CPP,5570,1158.978,1.01838,1018.38,0.00007411127,0.00007411127,-4.13011574442766,1
SR400,replicate_02,CPP,5571,1159.586,1.018887,1018.887,0.00007451986,0.00007451986,-4.12772796968139,1
SR400,replicate_02,CPP,5572,1160.189,1.019405,1019.405,0.00007484932,0.00007484932,-4.12581214083314,1
SR400,replicate_02,CPP,5573,1160.792,1.020254,1020.254,0.00007497776,0.00007497776,-4.12506753849664,1
SR400,replicate_02,CPP,5574,1161.394,1.0206,1020.6,0.00007528302,0.00007528302,-4.1233029673833,1
SR400,replicate_02,CPP,5575,1161.997,1.021459,1021.459,0.00007569252,0.00007569252,-4.12094703573414,1
SR400,replicate_02,CPP,5576,1162.6,1.021953,1021.953,0.00007593958,0.00007593958,-4.11953180914759,1
SR400,replicate_02,CPP,5577,1163.203,1.022563,1022.563,0.00007617003,0.00007617003,-4.11821587335723,1
SR400,replicate_02,CPP,5578,1163.806,1.023108,1023.108,0.00007641422,0.00007641422,-4.11682581560129,1
SR400,replicate_02,CPP,5579,1164.409,1.023803,1023.803,0.00007673714,0.00007673714,-4.11499439102986,1
SR400,replicate_02,CPP,5580,1165.012,1.024491,1024.491,0.0000772242,0.0000772242,-4.11224658205384,1
